,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region,region_name
3643,2022-12-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2002774,megawatthours,Midwest,Midcontinent ISO
3644,2022-12-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2302479,megawatthours,Midwest,Midcontinent ISO
3645,2022-12-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2122828,megawatthours,Midwest,Midcontinent ISO
3646,2022-12-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1946622,megawatthours,Midwest,Midcontinent ISO
3647,2022-12-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1899052,megawatthours,Midwest,Midcontinent ISO
3648,2022-12-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1931362,megawatthours,Midwest,Midcontinent ISO
3649,2022-12-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1782752,megawatthours,Midwest,Midcontinent ISO
3650,2022-12-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1617478,megawatthours,Midwest,Midcontinent ISO
3651,2022-12-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1579971,megawatthours,Midwest,Midcontinent ISO
3652,2022-12-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1557023,megawatthours,Midwest,Midcontinent ISO
3653,2023-01-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1491957,megawatthours,Midwest,Midcontinent ISO
3654,2023-01-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1571668,megawatthours,Midwest,Midcontinent ISO
3655,2023-01-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1672474,megawatthours,Midwest,Midcontinent ISO
3656,2023-01-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1705626,megawatthours,Midwest,Midcontinent ISO
3657,2023-01-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1776220,megawatthours,Midwest,Midcontinent ISO
3658,2023-01-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1794092,megawatthours,Midwest,Midcontinent ISO
3659,2023-01-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1691833,megawatthours,Midwest,Midcontinent ISO
3660,2023-01-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1664204,megawatthours,Midwest,Midcontinent ISO
3661,2023-01-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1778136,megawatthours,Midwest,Midcontinent ISO
3662,2023-01-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1745186,megawatthours,Midwest,Midcontinent ISO
3663,2023-01-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1697350,megawatthours,Midwest,Midcontinent ISO
3664,2023-01-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1755147,megawatthours,Midwest,Midcontinent ISO
3665,2023-01-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1863954,megawatthours,Midwest,Midcontinent ISO
3666,2023-01-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1777471,megawatthours,Midwest,Midcontinent ISO
3667,2023-01-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1677500,megawatthours,Midwest,Midcontinent ISO
3668,2023-01-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1698465,megawatthours,Midwest,Midcontinent ISO
3669,2023-01-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1691591,megawatthours,Midwest,Midcontinent ISO
3670,2023-01-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1736475,megawatthours,Midwest,Midcontinent ISO
3671,2023-01-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1737284,megawatthours,Midwest,Midcontinent ISO
3672,2023-01-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1797814,megawatthours,Midwest,Midcontinent ISO
3673,2023-01-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1712312,megawatthours,Midwest,Midcontinent ISO
3674,2023-01-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1691083,megawatthours,Midwest,Midcontinent ISO
3675,2023-01-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1844232,megawatthours,Midwest,Midcontinent ISO
3676,2023-01-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1838522,megawatthours,Midwest,Midcontinent ISO
3677,2023-01-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1854099,megawatthours,Midwest,Midcontinent ISO
3678,2023-01-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1908769,megawatthours,Midwest,Midcontinent ISO
3679,2023-01-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1859981,megawatthours,Midwest,Midcontinent ISO
3680,2023-01-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1708684,megawatthours,Midwest,Midcontinent ISO
3681,2023-01-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1691636,megawatthours,Midwest,Midcontinent ISO
3682,2023-01-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1930768,megawatthours,Midwest,Midcontinent ISO
3683,2023-01-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2011253,megawatthours,Midwest,Midcontinent ISO
3684,2023-02-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1995563,megawatthours,Midwest,Midcontinent ISO
3685,2023-02-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1955560,megawatthours,Midwest,Midcontinent ISO
3686,2023-02-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1993214,megawatthours,Midwest,Midcontinent ISO
3687,2023-02-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1806935,megawatthours,Midwest,Midcontinent ISO
3688,2023-02-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1641373,megawatthours,Midwest,Midcontinent ISO
3689,2023-02-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1740875,megawatthours,Midwest,Midcontinent ISO
3690,2023-02-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1699575,megawatthours,Midwest,Midcontinent ISO
3691,2023-02-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1706533,megawatthours,Midwest,Midcontinent ISO
3692,2023-02-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1728703,megawatthours,Midwest,Midcontinent ISO
3693,2023-02-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1763959,megawatthours,Midwest,Midcontinent ISO
3694,2023-02-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1691621,megawatthours,Midwest,Midcontinent ISO
3695,2023-02-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1622994,megawatthours,Midwest,Midcontinent ISO
3696,2023-02-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1690400,megawatthours,Midwest,Midcontinent ISO
3697,2023-02-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1687202,megawatthours,Midwest,Midcontinent ISO
3698,2023-02-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1661159,megawatthours,Midwest,Midcontinent ISO
3699,2023-02-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1759369,megawatthours,Midwest,Midcontinent ISO
3700,2023-02-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1848588,megawatthours,Midwest,Midcontinent ISO
3701,2023-02-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1701547,megawatthours,Midwest,Midcontinent ISO
3702,2023-02-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1561488,megawatthours,Midwest,Midcontinent ISO
3703,2023-02-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1660153,megawatthours,Midwest,Midcontinent ISO
3704,2023-02-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1717894,megawatthours,Midwest,Midcontinent ISO
3705,2023-02-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1727284,megawatthours,Midwest,Midcontinent ISO
3706,2023-02-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1718595,megawatthours,Midwest,Midcontinent ISO
3707,2023-02-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1793527,megawatthours,Midwest,Midcontinent ISO
3708,2023-02-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1640241,megawatthours,Midwest,Midcontinent ISO
3709,2023-02-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1572758,megawatthours,Midwest,Midcontinent ISO
3710,2023-02-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1687619,megawatthours,Midwest,Midcontinent ISO
3711,2023-02-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1679026,megawatthours,Midwest,Midcontinent ISO
3712,2023-03-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1667860,megawatthours,Midwest,Midcontinent ISO
3713,2023-03-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1711949,megawatthours,Midwest,Midcontinent ISO
3714,2023-03-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1690596,megawatthours,Midwest,Midcontinent ISO
3715,2023-03-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1532085,megawatthours,Midwest,Midcontinent ISO
3716,2023-03-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1509112,megawatthours,Midwest,Midcontinent ISO
3717,2023-03-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1651623,megawatthours,Midwest,Midcontinent ISO
3718,2023-03-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1684727,megawatthours,Midwest,Midcontinent ISO
3719,2023-03-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1724206,megawatthours,Midwest,Midcontinent ISO
3720,2023-03-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1733470,megawatthours,Midwest,Midcontinent ISO
3721,2023-03-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1701813,megawatthours,Midwest,Midcontinent ISO
3722,2023-03-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1621021,megawatthours,Midwest,Midcontinent ISO
3723,2023-03-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1549675,megawatthours,Midwest,Midcontinent ISO
3724,2023-03-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1755523,megawatthours,Midwest,Midcontinent ISO
3725,2023-03-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1755792,megawatthours,Midwest,Midcontinent ISO
3726,2023-03-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1703200,megawatthours,Midwest,Midcontinent ISO
3727,2023-03-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1686203,megawatthours,Midwest,Midcontinent ISO
3728,2023-03-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1720356,megawatthours,Midwest,Midcontinent ISO
3729,2023-03-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1735996,megawatthours,Midwest,Midcontinent ISO
3730,2023-03-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1697984,megawatthours,Midwest,Midcontinent ISO
3731,2023-03-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1774447,megawatthours,Midwest,Midcontinent ISO
3732,2023-03-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1710293,megawatthours,Midwest,Midcontinent ISO
3733,2023-03-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1663792,megawatthours,Midwest,Midcontinent ISO
3734,2023-03-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1642932,megawatthours,Midwest,Midcontinent ISO
3735,2023-03-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1655146,megawatthours,Midwest,Midcontinent ISO
3736,2023-03-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1554304,megawatthours,Midwest,Midcontinent ISO
3737,2023-03-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1510842,megawatthours,Midwest,Midcontinent ISO
3738,2023-03-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1652850,megawatthours,Midwest,Midcontinent ISO
3739,2023-03-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1665375,megawatthours,Midwest,Midcontinent ISO
3740,2023-03-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1654617,megawatthours,Midwest,Midcontinent ISO
3741,2023-03-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1654222,megawatthours,Midwest,Midcontinent ISO
3742,2023-03-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1613255,megawatthours,Midwest,Midcontinent ISO
3743,2023-04-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1524625,megawatthours,Midwest,Midcontinent ISO
3744,2023-04-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1484138,megawatthours,Midwest,Midcontinent ISO
3745,2023-04-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1631421,megawatthours,Midwest,Midcontinent ISO
3746,2023-04-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1678497,megawatthours,Midwest,Midcontinent ISO
3747,2023-04-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1656630,megawatthours,Midwest,Midcontinent ISO
3748,2023-04-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1637124,megawatthours,Midwest,Midcontinent ISO
3749,2023-04-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1535223,megawatthours,Midwest,Midcontinent ISO
3750,2023-04-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1434876,megawatthours,Midwest,Midcontinent ISO
3751,2023-04-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1369154,megawatthours,Midwest,Midcontinent ISO
3752,2023-04-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1526421,megawatthours,Midwest,Midcontinent ISO
3753,2023-04-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1553871,megawatthours,Midwest,Midcontinent ISO
3754,2023-04-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1577036,megawatthours,Midwest,Midcontinent ISO
3755,2023-04-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1593074,megawatthours,Midwest,Midcontinent ISO
3756,2023-04-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1593442,megawatthours,Midwest,Midcontinent ISO
3757,2023-04-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1499733,megawatthours,Midwest,Midcontinent ISO
3758,2023-04-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1439583,megawatthours,Midwest,Midcontinent ISO
3759,2023-04-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1588643,megawatthours,Midwest,Midcontinent ISO
3760,2023-04-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1577097,megawatthours,Midwest,Midcontinent ISO
3761,2023-04-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1602673,megawatthours,Midwest,Midcontinent ISO
3762,2023-04-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1626492,megawatthours,Midwest,Midcontinent ISO
3763,2023-04-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1555499,megawatthours,Midwest,Midcontinent ISO
3764,2023-04-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1482031,megawatthours,Midwest,Midcontinent ISO
3765,2023-04-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1468385,megawatthours,Midwest,Midcontinent ISO
3766,2023-04-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1586624,megawatthours,Midwest,Midcontinent ISO
3767,2023-04-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1581561,megawatthours,Midwest,Midcontinent ISO
3768,2023-04-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1582601,megawatthours,Midwest,Midcontinent ISO
3769,2023-04-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1572134,megawatthours,Midwest,Midcontinent ISO
3770,2023-04-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1555790,megawatthours,Midwest,Midcontinent ISO
3771,2023-04-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1425493,megawatthours,Midwest,Midcontinent ISO
3772,2023-04-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1439468,megawatthours,Midwest,Midcontinent ISO
3773,2023-05-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1577728,megawatthours,Midwest,Midcontinent ISO
3774,2023-05-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1585331,megawatthours,Midwest,Midcontinent ISO
3775,2023-05-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1582280,megawatthours,Midwest,Midcontinent ISO
3776,2023-05-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1588242,megawatthours,Midwest,Midcontinent ISO
3777,2023-05-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1589363,megawatthours,Midwest,Midcontinent ISO
3778,2023-05-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1496182,megawatthours,Midwest,Midcontinent ISO
3779,2023-05-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1539572,megawatthours,Midwest,Midcontinent ISO
3780,2023-05-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1667044,megawatthours,Midwest,Midcontinent ISO
3781,2023-05-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1653048,megawatthours,Midwest,Midcontinent ISO
3782,2023-05-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1663285,megawatthours,Midwest,Midcontinent ISO
3783,2023-05-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1713802,megawatthours,Midwest,Midcontinent ISO
3784,2023-05-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1734057,megawatthours,Midwest,Midcontinent ISO
3785,2023-05-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1620135,megawatthours,Midwest,Midcontinent ISO
3786,2023-05-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1553579,megawatthours,Midwest,Midcontinent ISO
3787,2023-05-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1674459,megawatthours,Midwest,Midcontinent ISO
3788,2023-05-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1685878,megawatthours,Midwest,Midcontinent ISO
3789,2023-05-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1648007,megawatthours,Midwest,Midcontinent ISO
3790,2023-05-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1674514,megawatthours,Midwest,Midcontinent ISO
3791,2023-05-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1668491,megawatthours,Midwest,Midcontinent ISO
3792,2023-05-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1536018,megawatthours,Midwest,Midcontinent ISO
3793,2023-05-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1509666,megawatthours,Midwest,Midcontinent ISO
3794,2023-05-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1694842,megawatthours,Midwest,Midcontinent ISO
3795,2023-05-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1759657,megawatthours,Midwest,Midcontinent ISO
3796,2023-05-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1731654,megawatthours,Midwest,Midcontinent ISO
3797,2023-05-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1666937,megawatthours,Midwest,Midcontinent ISO
3798,2023-05-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1628017,megawatthours,Midwest,Midcontinent ISO
3799,2023-05-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1523615,megawatthours,Midwest,Midcontinent ISO
3800,2023-05-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1534695,megawatthours,Midwest,Midcontinent ISO
3801,2023-05-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1633702,megawatthours,Midwest,Midcontinent ISO
3802,2023-05-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1883274,megawatthours,Midwest,Midcontinent ISO
3803,2023-05-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1980155,megawatthours,Midwest,Midcontinent ISO
3804,2023-06-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2022889,megawatthours,Midwest,Midcontinent ISO
3805,2023-06-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2034338,megawatthours,Midwest,Midcontinent ISO
3806,2023-06-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1918199,megawatthours,Midwest,Midcontinent ISO
3807,2023-06-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1796107,megawatthours,Midwest,Midcontinent ISO
3808,2023-06-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1870241,megawatthours,Midwest,Midcontinent ISO
3809,2023-06-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1860313,megawatthours,Midwest,Midcontinent ISO
3810,2023-06-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1824364,megawatthours,Midwest,Midcontinent ISO
3811,2023-06-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1790883,megawatthours,Midwest,Midcontinent ISO
3812,2023-06-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1795700,megawatthours,Midwest,Midcontinent ISO
3813,2023-06-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1727125,megawatthours,Midwest,Midcontinent ISO
3814,2023-06-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1601650,megawatthours,Midwest,Midcontinent ISO
3815,2023-06-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1713203,megawatthours,Midwest,Midcontinent ISO
3816,2023-06-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1765826,megawatthours,Midwest,Midcontinent ISO
3817,2023-06-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1853005,megawatthours,Midwest,Midcontinent ISO
3818,2023-06-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1885045,megawatthours,Midwest,Midcontinent ISO
3819,2023-06-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1808432,megawatthours,Midwest,Midcontinent ISO
3820,2023-06-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1768813,megawatthours,Midwest,Midcontinent ISO
3821,2023-06-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1748591,megawatthours,Midwest,Midcontinent ISO
3822,2023-06-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2001490,megawatthours,Midwest,Midcontinent ISO
3823,2023-06-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2060962,megawatthours,Midwest,Midcontinent ISO
3824,2023-06-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2078881,megawatthours,Midwest,Midcontinent ISO
3825,2023-06-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2041529,megawatthours,Midwest,Midcontinent ISO
3826,2023-06-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2005528,megawatthours,Midwest,Midcontinent ISO
3827,2023-06-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1968534,megawatthours,Midwest,Midcontinent ISO
3828,2023-06-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1937547,megawatthours,Midwest,Midcontinent ISO
3829,2023-06-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1943487,megawatthours,Midwest,Midcontinent ISO
3830,2023-06-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1969014,megawatthours,Midwest,Midcontinent ISO
3831,2023-06-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2020642,megawatthours,Midwest,Midcontinent ISO
3832,2023-06-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2107949,megawatthours,Midwest,Midcontinent ISO
3833,2023-06-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2157163,megawatthours,Midwest,Midcontinent ISO
3834,2023-07-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1985527,megawatthours,Midwest,Midcontinent ISO
3835,2023-07-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1903940,megawatthours,Midwest,Midcontinent ISO
3836,2023-07-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2012044,megawatthours,Midwest,Midcontinent ISO
3837,2023-07-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1976694,megawatthours,Midwest,Midcontinent ISO
3838,2023-07-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2102099,megawatthours,Midwest,Midcontinent ISO
