,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region,region_name
3839,2023-07-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2000017,megawatthours,Midwest,Midcontinent ISO
3840,2023-07-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1929276,megawatthours,Midwest,Midcontinent ISO
3841,2023-07-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1799640,megawatthours,Midwest,Midcontinent ISO
3842,2023-07-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1780693,megawatthours,Midwest,Midcontinent ISO
3843,2023-07-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2047754,megawatthours,Midwest,Midcontinent ISO
3844,2023-07-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2063699,megawatthours,Midwest,Midcontinent ISO
3845,2023-07-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2017064,megawatthours,Midwest,Midcontinent ISO
3846,2023-07-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2060513,megawatthours,Midwest,Midcontinent ISO
3847,2023-07-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2128617,megawatthours,Midwest,Midcontinent ISO
3848,2023-07-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1952174,megawatthours,Midwest,Midcontinent ISO
3849,2023-07-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1860248,megawatthours,Midwest,Midcontinent ISO
3850,2023-07-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1962440,megawatthours,Midwest,Midcontinent ISO
3851,2023-07-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1999838,megawatthours,Midwest,Midcontinent ISO
3852,2023-07-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2095767,megawatthours,Midwest,Midcontinent ISO
3853,2023-07-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2126889,megawatthours,Midwest,Midcontinent ISO
3854,2023-07-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2011320,megawatthours,Midwest,Midcontinent ISO
3855,2023-07-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1895925,megawatthours,Midwest,Midcontinent ISO
3856,2023-07-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1882703,megawatthours,Midwest,Midcontinent ISO
3857,2023-07-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2127061,megawatthours,Midwest,Midcontinent ISO
3858,2023-07-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2228796,megawatthours,Midwest,Midcontinent ISO
3859,2023-07-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2235975,megawatthours,Midwest,Midcontinent ISO
3860,2023-07-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2331058,megawatthours,Midwest,Midcontinent ISO
3861,2023-07-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2309657,megawatthours,Midwest,Midcontinent ISO
3862,2023-07-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2056184,megawatthours,Midwest,Midcontinent ISO
3863,2023-07-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1957743,megawatthours,Midwest,Midcontinent ISO
3864,2023-07-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2059898,megawatthours,Midwest,Midcontinent ISO
3865,2023-08-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2096057,megawatthours,Midwest,Midcontinent ISO
3866,2023-08-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2142147,megawatthours,Midwest,Midcontinent ISO
3867,2023-08-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2233530,megawatthours,Midwest,Midcontinent ISO
3868,2023-08-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2213245,megawatthours,Midwest,Midcontinent ISO
3869,2023-08-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2025903,megawatthours,Midwest,Midcontinent ISO
3870,2023-08-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1906145,megawatthours,Midwest,Midcontinent ISO
3871,2023-08-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2016558,megawatthours,Midwest,Midcontinent ISO
3872,2023-08-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2048140,megawatthours,Midwest,Midcontinent ISO
3873,2023-08-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2046093,megawatthours,Midwest,Midcontinent ISO
3874,2023-08-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2090627,megawatthours,Midwest,Midcontinent ISO
3875,2023-08-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2119934,megawatthours,Midwest,Midcontinent ISO
3876,2023-08-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2024336,megawatthours,Midwest,Midcontinent ISO
3877,2023-08-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1917732,megawatthours,Midwest,Midcontinent ISO
3878,2023-08-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2002767,megawatthours,Midwest,Midcontinent ISO
3879,2023-08-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1925613,megawatthours,Midwest,Midcontinent ISO
3880,2023-08-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1951384,megawatthours,Midwest,Midcontinent ISO
3881,2023-08-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1926979,megawatthours,Midwest,Midcontinent ISO
3882,2023-08-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1909217,megawatthours,Midwest,Midcontinent ISO
3883,2023-08-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1951866,megawatthours,Midwest,Midcontinent ISO
3884,2023-08-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2113516,megawatthours,Midwest,Midcontinent ISO
3885,2023-08-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2252447,megawatthours,Midwest,Midcontinent ISO
3886,2023-08-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2295620,megawatthours,Midwest,Midcontinent ISO
3887,2023-08-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2417980,megawatthours,Midwest,Midcontinent ISO
3888,2023-08-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2430961,megawatthours,Midwest,Midcontinent ISO
3889,2023-08-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2297975,megawatthours,Midwest,Midcontinent ISO
3890,2023-08-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1980994,megawatthours,Midwest,Midcontinent ISO
3891,2023-08-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1826728,megawatthours,Midwest,Midcontinent ISO
3892,2023-08-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1940586,megawatthours,Midwest,Midcontinent ISO
3893,2023-08-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1961227,megawatthours,Midwest,Midcontinent ISO
3894,2023-08-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1884682,megawatthours,Midwest,Midcontinent ISO
3895,2023-08-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1849121,megawatthours,Midwest,Midcontinent ISO
3896,2023-09-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1881761,megawatthours,Midwest,Midcontinent ISO
3897,2023-09-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1894190,megawatthours,Midwest,Midcontinent ISO
3898,2023-09-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1999505,megawatthours,Midwest,Midcontinent ISO
3899,2023-09-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2091638,megawatthours,Midwest,Midcontinent ISO
3900,2023-09-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2214120,megawatthours,Midwest,Midcontinent ISO
3901,2023-09-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,2070768,megawatthours,Midwest,Midcontinent ISO
3902,2023-09-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1913152,megawatthours,Midwest,Midcontinent ISO
3903,2023-09-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1792075,megawatthours,Midwest,Midcontinent ISO
3904,2023-09-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1675062,megawatthours,Midwest,Midcontinent ISO
3905,2023-09-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1656868,megawatthours,Midwest,Midcontinent ISO
3906,2023-09-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1772879,megawatthours,Midwest,Midcontinent ISO
3907,2023-09-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1755134,megawatthours,Midwest,Midcontinent ISO
3908,2023-09-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1706334,megawatthours,Midwest,Midcontinent ISO
3909,2023-09-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1702170,megawatthours,Midwest,Midcontinent ISO
3910,2023-09-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1712537,megawatthours,Midwest,Midcontinent ISO
3911,2023-09-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1617890,megawatthours,Midwest,Midcontinent ISO
3912,2023-09-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1589847,megawatthours,Midwest,Midcontinent ISO
3913,2023-09-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1705485,megawatthours,Midwest,Midcontinent ISO
3914,2023-09-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1743351,megawatthours,Midwest,Midcontinent ISO
3915,2023-09-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1792635,megawatthours,Midwest,Midcontinent ISO
3916,2023-09-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1862188,megawatthours,Midwest,Midcontinent ISO
3917,2023-09-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1843404,megawatthours,Midwest,Midcontinent ISO
3918,2023-09-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1730266,megawatthours,Midwest,Midcontinent ISO
3919,2023-09-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1674847,megawatthours,Midwest,Midcontinent ISO
3920,2023-09-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1810597,megawatthours,Midwest,Midcontinent ISO
3921,2023-09-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1811351,megawatthours,Midwest,Midcontinent ISO
3922,2023-09-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1789170,megawatthours,Midwest,Midcontinent ISO
3923,2023-09-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1782098,megawatthours,Midwest,Midcontinent ISO
3924,2023-09-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1785564,megawatthours,Midwest,Midcontinent ISO
3925,2023-09-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1738201,megawatthours,Midwest,Midcontinent ISO
3926,2023-10-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1745242,megawatthours,Midwest,Midcontinent ISO
3927,2023-10-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1871427,megawatthours,Midwest,Midcontinent ISO
3928,2023-10-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1870356,megawatthours,Midwest,Midcontinent ISO
3929,2023-10-04,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1803760,megawatthours,Midwest,Midcontinent ISO
3930,2023-10-05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1694073,megawatthours,Midwest,Midcontinent ISO
3931,2023-10-06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1597758,megawatthours,Midwest,Midcontinent ISO
3932,2023-10-07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1436572,megawatthours,Midwest,Midcontinent ISO
3933,2023-10-08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1414743,megawatthours,Midwest,Midcontinent ISO
3934,2023-10-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1560788,megawatthours,Midwest,Midcontinent ISO
3935,2023-10-10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1589361,megawatthours,Midwest,Midcontinent ISO
3936,2023-10-11,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1578289,megawatthours,Midwest,Midcontinent ISO
3937,2023-10-12,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1585878,megawatthours,Midwest,Midcontinent ISO
3938,2023-10-13,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1601585,megawatthours,Midwest,Midcontinent ISO
3939,2023-10-14,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1460190,megawatthours,Midwest,Midcontinent ISO
3940,2023-10-15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1416300,megawatthours,Midwest,Midcontinent ISO
3941,2023-10-16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1557885,megawatthours,Midwest,Midcontinent ISO
3942,2023-10-17,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1578517,megawatthours,Midwest,Midcontinent ISO
3943,2023-10-18,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1578801,megawatthours,Midwest,Midcontinent ISO
3944,2023-10-19,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1593452,megawatthours,Midwest,Midcontinent ISO
3945,2023-10-20,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1580979,megawatthours,Midwest,Midcontinent ISO
3946,2023-10-21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1490062,megawatthours,Midwest,Midcontinent ISO
3947,2023-10-22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1478728,megawatthours,Midwest,Midcontinent ISO
3948,2023-10-23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1620011,megawatthours,Midwest,Midcontinent ISO
3949,2023-10-24,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1650812,megawatthours,Midwest,Midcontinent ISO
3950,2023-10-25,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1660725,megawatthours,Midwest,Midcontinent ISO
3951,2023-10-26,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1670637,megawatthours,Midwest,Midcontinent ISO
3952,2023-10-27,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1667949,megawatthours,Midwest,Midcontinent ISO
3953,2023-10-28,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1544313,megawatthours,Midwest,Midcontinent ISO
3954,2023-10-29,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1544883,megawatthours,Midwest,Midcontinent ISO
3955,2023-10-30,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1674582,megawatthours,Midwest,Midcontinent ISO
3956,2023-10-31,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1751216,megawatthours,Midwest,Midcontinent ISO
3957,2023-11-01,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1764026,megawatthours,Midwest,Midcontinent ISO
3958,2023-11-02,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1730208,megawatthours,Midwest,Midcontinent ISO
3959,2023-11-03,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1645885,megawatthours,Midwest,Midcontinent ISO
